venue_id,lat,lng
312,42.812574,-86.119141
313,32.247321,-96.498087
314,27.361062,-82.548675
315,40.173934,-74.425389
316,44.862973,-93.356916
317,34.1133935,-80.8823879
318,41.0110381,-73.7695878
319,38.6364329,-90.245166
320,34.065912,-118.326248
321,35.114351,-89.907053
322,27.851164,-82.787573
323,38.6044507,-90.5588787
324,40.056471,-74.226244
325,40.766119,-73.9874739
326,38.3212884,-121.9704746
327,37.6793915,-122.0844252
328,26.126777,-80.104269
329,41.82305,-72.881271
330,29.749218,-95.358577
331,44.628735,-79.448166
332,29.9725455,-95.6908466
333,38.655666,-121.100982
334,30.3043678,-81.6549845
335,39.9057018,-86.0851341
336,37.8023,-121.197949
337,45.1024098,-93.4788342
338,38.9029421,-77.0406147
339,34.105352,-117.669832
340,38.379604,-75.067581
341,40.991287,-75.219827
342,40.7779701,-73.9821927
343,36.69227,-121.801987
344,47.6812,-122.203
345,33.956236,-118.218113
346,41.353578,-71.972302
347,37.979395,-87.4927308
348,30.156132,-92.049563
349,39.35371,-84.36512
350,25.788251,-80.1934409
351,28.35662372,-81.55966759
352,42.0473172,-87.9370882
353,46.950833,-122.857539
354,40.696734,-73.985143
355,39.932196,-105.133815
356,40.66079,-73.994004
357,34.171776,-118.400052
358,39.855766,-105.081303
359,40.25392405,-75.21143143
360,40.7314,-73.9826
361,36.992942,-86.440366
362,45.500542,-73.569813
363,41.100258,-111.991944
364,38.337954,-81.6102
365,43.646905,-79.419773
366,37.590868,-122.017917
367,34.102018,-118.332508
368,40.6949453,-89.592914
369,40.822687,-77.898678
370,40.78486329,-73.94494057
371,47.618975,-122.12943
372,40.81730468,-74.16325532
373,47.046188,-122.931465
374,32.7511025,-97.3527733
375,40.741668,-74.001129
376,40.17168118,-75.150229
377,40.66078259,-73.99403572
378,41.9352706,-87.657275
379,41.9453625,-87.6561565
380,34.0066521,-117.3766558
381,39.965765,-75.605932
382,37.784219,-122.406176
383,42.9808211,-78.8470471
384,42.132658,-88.32747
385,29.7681372,-95.3808354
386,43.248791,-75.382895
387,45.477769,-73.604299
388,41.058854,-80.705379
389,41.973141,-87.675851
390,25.752827,-80.422373
391,36.149407,-86.805719
392,32.034948,-82.508055
393,42.96929867,-85.66982031
394,36.90522,-106.578702
395,28.40483976,-81.43039584
396,42.9701958,-85.6559566
397,36.824694,-119.871416
398,42.9701958,-85.6559566
399,37.255391,-121.930969
400,32.826799,-117.155757
401,26.007261,-80.312633
402,29.4945279,-94.9226471
403,36.114666,-115.193433
404,41.915176,-87.627422
405,43.5446803,-96.7392151
406,38.796889,-121.290307
407,33.7479,-118.115
408,33.870324,-117.920166
409,34.021812,-84.624535
410,30.39175629,-91.09030724
411,40.0770229,-76.329001
412,41.3873717,-72.0804996
413,32.342893,-95.2929291
414,34.296938,-83.845392
415,43.22290973,-88.11470747
416,40.691192,-75.216781
417,29.4945279,-94.9226471
418,41.7444383,-111.8113624
419,33.349727,-84.534476
420,30.460635,-84.18133
421,40.5727304,-74.4224092
422,43.17876674,-88.10265362
423,40.31337045,-111.7210436
424,44.767325,-93.578377
425,40.743448,-73.423902
426,33.1716,-87.4989
427,34.015797,-118.491347
428,40.647156,-73.670936
429,38.2670172,-104.6104951
430,38.3227914,-104.7032519
431,42.0904235,-87.7237484
432,43.57016197,-80.36078453
433,40.7177249,-75.2217379
434,43.07649,-89.384562
435,37.868431,-122.287081
436,36.072004,-115.101356
437,32.71920471,-116.9840741
438,40.669005,-73.942457
439,33.4538079,-94.0784443
440,25.6821323,-80.4229644
441,38.039956,-84.497427
442,39.78824,-75.53801
443,39.31529,-76.638798
444,30.63957362,-87.91173935
445,39.940987,-75.14998
446,29.679834,-95.402355
447,37.34134048,-121.9104445
448,30.456642,-84.223657
449,38.952542,-94.68537
450,39.8223647,-74.950597
451,26.693271,-80.0503109
452,27.860277,-82.640921
453,27.946125,-82.505392
454,40.744805,-73.991724
455,37.968956,-122.00515
456,40.6175057,-74.0294764
457,29.10279,-95.097394
458,40.171795,-80.251651
459,27.3364631,-82.539099
460,39.4625735,-82.1891114
461,34.0670903,-118.3901015
462,41.8817861,-87.6323729
463,38.907242,-77.0239768
464,42.269088,-71.265327
465,41.9877587,-71.3268233
466,39.043909,-122.918098
467,42.8054195,-86.0917652
468,39.2732628,-74.576424
469,37.789358,-122.427846
470,42.562721,-83.184039
471,33.801485,-118.040926
472,33.877122,-117.881808
473,42.6405506,-83.0329181
474,41.76470996,-72.73436308
475,41.9474956,-87.6468774
476,41.802173,-71.486544
477,36.058562,-86.747757
478,42.3421541,-71.0678582
479,37.538073,-77.466788
480,42.01958509,-87.67579079
481,36.1496079,-86.8126195
482,40.764881,-73.823026
483,34.040463,-118.268681
484,35.874366,-84.319453
485,42.736436,-71.211902
486,25.074203,-80.461569
487,39.762189,-84.181507
488,40.7869971,-73.954379
489,43.5486475,-96.7268365
490,42.7371,-73.76282
491,45.4678451,-73.8296353
492,39.181506,-77.269666
493,39.1170553,-77.198747
494,40.0074327,-75.1251953
495,39.9482819,-75.1558183
496,39.969768,-75.1400589
497,41.29473643,-72.22485065
498,25.687055,-80.394065
499,27.79364,-82.714375
500,38.945299,-77.032352
501,42.3724752,-71.0910801
502,39.502858,-84.760378
503,31.434416,-97.403948
504,43.19101939,-89.46282864
505,40.6696,-73.9855
506,41.828785,-87.8192739
507,42.7654185,-71.2391458
508,43.076113,-88.7742707
509,39.9269654,-75.0065978
510,40.708203,-73.943629
511,30.303447,-89.826474
512,36.6313869,-93.263658
513,43.023532,-82.4557273
514,35.9262295,-84.0373844
515,38.2541585,-85.75787723
516,28.907162,-81.218811
517,40.736515,-73.993167
518,37.284599,-121.965531
519,40.598816,-73.9542
520,40.5875345,-73.9603917
521,32.660437,-97.122929
522,38.89944983,-77.04244137
523,40.529531,-105.075331
524,35.6152655,-120.6873046
525,37.302448,-121.916172
526,42.987861,-85.684845
527,35.4935701,-82.5051039
528,40.552765,-105.067189
529,35.966913,-84.040867
530,42.619446,-73.863936
531,36.161608,-115.165089
532,40.6522,-74.3231
533,30.263037,-81.388826
534,37.869816,-122.268193
535,41.763934,-88.206342
536,30.095317,-94.111355
537,38.2078695,-86.126424
538,38.71780014,-75.07969666
539,42.7213722,-83.419812
540,41.7318849,-93.6146721
541,43.275271,-93.636412
542,39.174894,-76.841149
543,45.5156599,-122.754443
544,40.695611,-73.739195
545,45.074096,-93.287331
546,35.601729,-82.554188
547,29.004378,-81.2997939
548,40.725752,-73.991646
549,41.843895,-74.147695
550,40.755937,-73.993572
551,33.993549,-117.930595
552,35.3837731,-80.7845484
553,29.791194,-95.571043
554,35.98256,-80.0179519
555,38.639257,-122.900959
556,35.755691,-77.9280969
557,35.7293034,-77.949577
558,35.71651755,-77.95293331
559,39.3076,-84.3162
560,45.354718,-75.646402
561,32.739288,-97.64469
562,40.59848037,-111.5838808
563,31.8290139,-106.5320158
564,33.7579011,-84.3944474
565,37.9763104,-84.5299898
566,33.8666043,-117.94185
567,36.897398,-119.793685
568,44.57160187,-123.2780991
569,37.801932,-122.401219
570,35.2011734,-80.8660451
571,35.1969314,-80.8633552
572,31.82925829,-106.5299177
573,38.736152,-122.528659
574,40.7560379,-73.878061
575,33.8427364,-118.1751019
576,39.1320005,-84.6168513
577,40.3803864,-111.7690451
578,45.5266183,-73.6543045
579,29.892653,-81.301439
580,41.758165,-87.6253685
581,41.1097204,-74.04701471
582,40.734734,-73.9940419
583,41.11318012,-74.13685799
584,34.0342822,-117.669417
585,45.5369951,-73.6244571
586,40.9055046,-73.9003419
587,35.9463402,-86.8310301
588,25.778269,-80.191256
589,35.71651755,-77.95293331
590,39.022124,-122.674942
591,40.592039,-73.967008
592,43.143648,-70.804587
593,34.14796792,-118.2570505
594,42.4978433,-92.3363606
595,25.8665128,-80.3064674
596,34.067515,-118.404514
597,34.067515,-118.404514
598,44.834963,-93.1560937
599,26.275475,-80.155177
600,42.5464576,-83.211323
601,40.467646,-106.819065
602,36.29807,-86.697359
603,32.897188,-97.043876
604,49.023,-122.811354
605,49.01643,-122.79087
606,33.8176736,-118.0593651
607,40.4737474,-88.9885179
608,42.3648546,-71.0604969
609,43.7916684,-79.2492923
610,40.243774,-75.2780609
611,31.75465363,-106.3404411
612,39.1230011,-122.8576965
613,37.868431,-122.287081
614,41.837859,-71.481864
615,35.5465308,-97.6119625
616,33.8274318,-84.32903767
617,29.737044,-95.48961
618,45.5228378,-122.6801035
619,39.0800741,-84.5075525
620,40.3945999,-82.4916
621,42.491,-71.2279
622,43.5672242,-79.6346855
623,36.5721,-87.29065
624,41.806706,-71.341081
625,34.039912,-117.910316
626,33.025473,-96.914597
627,33.8153212,-84.3914382
628,33.0471872,-96.7117146
629,40.6612,-73.5585
630,45.7408799,-73.6100979
631,39.996734,-82.833588
632,42.4005,-71.0415
633,41.822714,-71.418824
634,36.9470182,-86.423649
635,40.74205756,-73.80809963
636,38.90448,-77.046099
637,42.732971,-73.938124
638,41.0541815,-73.5407497
639,35.154896,-80.876672
640,35.607334,-97.621699
641,29.354257,-98.476442
642,34.13809381,-117.8663063
643,37.5274582,-122.0050013
644,42.0558798,-71.8416684
645,38.7410039,-121.34383
646,37.807364,-122.410119
647,41.5403568,-81.4971914
648,29.760303,-95.395204
649,35.958074,-86.809264
650,33.886854,-84.062476
651,34.047438,-118.5526159
652,32.9818168,-117.2618917
653,40.1481258,-74.7133423
654,30.43627903,-84.26265836
655,43.193386,-77.801248
656,43.13245045,-77.68696547
657,40.7072,-74.0122
658,45.894023,-89.688486
659,43.13882345,-77.59506226
660,39.825052,-76.606619
661,35.086847,-106.592685
662,36.767204,-76.228674
663,35.3125163,-80.774467
664,41.028749,-73.765461
665,39.3286457,-82.1011984
666,42.466254,-71.3016928
667,35.0535496,-80.8211696
668,40.7578109,-73.979967
669,40.76994682,-87.858181
670,40.0450703,-74.3226342
671,34.237613,-77.9386619
672,35.581448,-80.947979
673,25.884011,-80.123141
674,43.123561,-77.594578
675,39.188795,-84.607525
676,33.775394,-118.070437
677,40.750959,-75.233003
678,33.7891766,-117.8532323
679,32.82969257,-79.82494354
680,36.114165,-115.227721
681,25.655398,-100.361735
682,36.025836,-115.252508
683,33.7891766,-117.8532323
684,29.36829,-98.442752
685,29.35028,-98.43668
686,32.335948,-95.3010965
687,40.775682,-74.323298
688,32.885716,-96.086142
689,40.169876,-74.987483
690,47.635,-122.357
691,40.5990607,-73.9552834
692,42.498421,-83.3845078
693,34.06363229,-118.1337225
694,40.55489578,-105.0787354
695,28.384288,-80.603835
696,37.388653,-122.028307
697,32.30962335,-95.27498245
698,33.788273,-84.387512
699,28.383453,-80.604848
700,28.384288,-80.603835
701,27.741546,-82.751148
702,41.37998,-73.480961
703,38.89944983,-77.04244137
704,41.3904611,-73.4488821
705,31.7256898,-98.98054
706,29.6769845,-95.4279441
707,40.5731205,-74.1159757
708,37.804492,-122.4051389
709,40.6548037,-74.3138215
710,41.931069,-87.762687
711,40.444268,-79.9945879
712,41.763714,-88.362908
713,30.30854101,-81.71411991
714,38.447795,-78.871471
715,42.2782686,-83.7416195
716,36.121243,-115.170434
717,38.95701024,-94.68852282
718,43.0565971,-89.5014524
719,30.265265,-97.732087
720,35.138905,-80.815843
721,40.08958,-75.413611
722,36.06103403,-95.84979057
723,40.094485,-75.409317
724,39.20908814,-76.9410646
725,41.9428076,-87.650714
726,41.1119222,-80.6409938
727,35.714788,-115.365119
728,33.873086,-118.393235
729,32.716433,-117.163515
730,43.01290131,-78.82230377
731,26.2108863,-80.1308022
732,41.8093059,-72.2612484
733,41.80631743,-72.26630688
734,38.052065,-81.104049
735,36.187534,-115.340827
736,42.990541,-85.663596
737,34.8432243,-82.3626615
738,33.60335182,-117.6839912
739,35.367331,-80.71264
740,44.93558,-93.629659
741,42.25761886,-87.98139095
742,25.89236,-80.123995
743,34.0002494,-117.9314722
744,40.66592604,-73.0698967
745,35.4728292,-81.1798358
746,32.953548,-96.824736
747,30.65029,-88.1566
748,41.415526,-81.710954
749,44.387314,-73.200165
750,37.97738621,-122.0859843
751,37.688419,-120.957439
752,41.463789,-81.244625
753,33.8928169,-117.9457372
754,40.643261,-73.540858
755,30.076619,-95.433152
756,37.7446053,-122.4417178
757,37.705594,-121.909945
758,40.179175,-122.227241
759,34.201345,-84.135346
760,34.422364,-119.705115
761,38.9026,-77.0586
762,39.068195,-94.583793
763,38.907545,-77.032368
764,42.3317,-71.0557
765,44.3227917,-75.9251606
766,41.5934575,-93.6743535
767,43.979901,-75.907288
768,43.4875727,-75.34197978
769,33.519545,-101.871766
770,38.9394452,-77.3288389
771,43.98061784,-75.90934753
772,44.189971,-75.968746
773,41.8333627,-71.3942107
774,26.529169,-81.757663
775,35.3590489,-119.0610707
776,39.978309,-82.999055
777,42.0745248,-86.5010932
778,33.93994,-84.14782
779,29.647151,-81.64081
780,45.32948,-91.66589
781,33.136921,-117.050942
782,36.136817,-85.501633
783,33.1287105,-117.1594407
784,37.973593,-122.535351
785,37.7876407,-122.4513903
786,37.316394,-121.844509
787,37.3729782,-121.846509
788,40.761873,-73.960661
789,40.12862,-83.95658
790,25.773599,-80.230469
791,38.568114,-121.497569
792,25.811988,-80.123468
793,26.271222,-81.802037
794,41.754818,-72.656669
795,43.003245,-81.228138
796,49.115475,-122.661427
797,28.4606151,-81.40285
798,32.7795644,-96.8042861
799,39.271963,-84.460982
800,41.6607,-91.5341
801,39.765286,-86.156744
802,34.378395,-80.995607
803,35.174234,-80.839639
804,36.0919,-115.174
805,36.0562633,-79.0856446
806,40.317173,-73.981669
807,38.227001,-122.455943
808,33.033783,-96.69992
809,28.62374395,-81.20825529
810,34.070887,-84.165198
811,28.431153,-81.309673
812,47.679433,-122.209205
813,47.753932,-122.279173
814,42.943405,-74.187846
815,46.25428895,-119.2992711
816,44.9484,-93.3214
817,37.045845,-122.029154
818,37.260312,-121.87478
819,36.6418894,-93.2474837
820,35.106035,-89.879644
821,35.53695738,-77.03938901
822,41.27966092,-72.59557486
823,40.7257,-74.0085
824,41.29151201,-72.53216743
825,41.26251736,-72.5561142
826,40.732086,-73.985563
827,40.6905,-75.205965
828,41.836101,-88.019385
829,40.7177249,-75.2217379
830,40.6561,-75.2853
831,41.252664,-74.3083427
832,32.75779362,-117.0279551
833,34.0575268,-84.3797393
834,34.031272,-84.3578
835,33.772655,-84.363413
836,47.637174,-122.37713
837,38.8928579,-77.080254
838,47.6794564,-122.3553012
839,39.951601,-75.175105
840,38.919933,-77.230371
841,39.237634,-81.544223
842,40.76854924,-73.86121273
843,42.282616,-71.854813
844,32.7767327,-79.9286993
845,28.0424519,-82.5916813
846,28.03353877,-82.54212856
847,28.03250653,-82.5413239
848,42.26139832,-90.42690277
849,41.921885,-87.664249
850,34.178386,-118.319226
851,40.745274,-73.992571
852,34.0508284,-118.248135
853,34.10202393,-118.3024549
854,34.10148646,-118.3089513
855,40.717909,-73.990116
856,42.519326,-83.142936
857,37.788838,-122.409379
858,39.739863,-104.93179
859,39.80149,-74.93251
860,39.78133284,-74.86594677
861,39.799769,-74.930384
862,40.8474872,-73.9381012
863,35.27848121,-120.6642848
864,40.72235,-73.996625
865,40.785,-73.9774
866,40.7838153,-73.9799573
867,39.9123621,-86.0683935
868,33.1681359,-117.360566
869,28.054937,-82.440483
870,40.7632,-73.9767
871,40.7678478,-73.9823113
872,25.747265,-80.258844
873,36.3930714,-105.5809284
874,42.3514,-71.0646
875,36.4073472,-105.5736351
876,39.19196,-76.683203
877,27.996086,-82.443059
878,38.60036,-121.431652
879,36.41472093,-105.5673265
880,39.7474548,-105.1056938
881,37.89379883,-122.5168991
882,42.4176181,-71.0767621
883,34.182499,-117.323822
884,45.8721603,-89.7097404
885,43.7031902,-72.307981
886,42.899357,-81.472352
887,39.766774,-86.165084
888,37.7564,-122.412
889,37.577048,-122.348618
890,34.03722656,-118.6764675
891,40.7208841,-73.84340286
892,28.368305,-81.426467
893,30.67859435,-88.12314034
894,29.782058,-95.751709
895,40.354757,-111.728225
896,40.7801091,-73.9551172
897,40.764084,-73.97739
898,38.5056407,-122.4709425
899,40.757679,-73.984284
900,41.8535692,-87.6465503
901,41.1498465,-81.3420287
902,42.024803,-93.614693
903,41.555432,-93.735686
904,41.0246232,-74.6339152
905,40.94567638,-74.12956238
906,42.07197832,-73.93438339
907,46.29157673,-96.1137414
908,39.100759,-84.513123
909,40.7533879,-73.9846976
910,45.005416,-93.227867
911,40.0845108,-75.38751984
912,45.559496,-94.161687
913,30.221393,-97.772865
914,29.514257,-98.565931
915,39.701422,-105.204004
916,44.9483631,-93.2611488
917,44.97541689,-93.27337861
918,44.9737,-93.2296
919,45.0196219,-93.2355522
920,40.853351,-73.313427
921,44.9701,-93.2143
922,44.976368,-93.27516
923,41.91943,-72.719862
924,30.707276,-88.088469
925,40.289502,-76.669002
926,44.948177,-93.274315
927,45.107322,-93.211014
928,45.01833567,-93.12509537
929,32.86120442,-96.95729613
930,44.766298,-93.194575
931,45.0569404,-93.1889534
932,44.9845,-93.3804
933,44.8711013,-93.3290658
934,44.979604,-93.2748014
935,44.7251,-93.2856
936,44.87998838,-93.3251667
937,44.9695,-93.3132
938,44.974,-92.7568
939,32.442192,-97.786223
940,40.877429,-73.904709
941,45.15814255,-93.39055896
942,30.612112,-87.849035
943,45.1602,-93.3936
944,32.8976994,-96.9588937
945,37.81515774,-122.2460935
946,34.077658,-117.559913
947,37.859286,-122.266717
948,34.041443,-84.301613
949,45.1657302,-93.39331627
950,33.6395,-84.4586
951,27.9379247,-82.2265725
952,40.2271668,-75.2607301
953,44.9749579,-93.306095
954,44.9631,-93.2922
955,44.9766144,-93.2766969
956,44.81982271,-93.38132143
957,44.910991,-93.18503
958,44.898582,-93.1759299
959,44.9196,-93.2904
960,32.7511243,-97.3598004
961,33.66081,-95.593879
962,39.902748,-74.962563
963,38.122135,-122.238434
964,44.9829838,-93.2982154
965,44.9894935,-93.2518707
966,44.8544637,-93.0197579
967,41.991854,-87.8618294
968,39.264359,-76.610641
969,29.61350799,-95.21691263
970,45.4572623,-73.5675031
971,44.940663,-92.934997
972,32.77419516,-96.80049419
973,45.022004,-93.400193
974,45.02039848,-93.43365669
975,29.67243036,-95.30285597
976,42.836432,-88.390302
977,28.342461,-81.526494
978,39.25999,-84.394539
979,26.308662,-80.283215
980,39.95528,-75.159187
981,42.836432,-88.390302
982,37.7857,-122.433
983,38.9055539,-77.0315271
984,34.04227633,-118.2680368
985,45.353312,-73.259365
986,45.0539,-92.8065
987,40.762838,-73.9740169
988,45.1089294,-93.3404017
989,45.5064232,-73.5538465
990,39.410159,-81.430868
991,32.07239914,-81.09470367
992,40.733432,-73.990939
993,37.5476014,-121.9865435
994,36.120908,-79.844134
995,38.75581,-78.429574
996,38.9003819,-90.0567948
997,39.0536266,-94.5920822
998,39.825644,-86.137104
999,40.681,-73.9943
1000,41.486814,-81.555036
1001,30.26562,-82.753834
1002,35.712024,-100.451779
1003,37.7738988,-122.4239045
1004,37.774315,-122.422003
1005,43.056042,-87.898352
1006,43.05277,-87.8927609
1007,34.03969369,-118.4288675
